ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Column,Metadata_Field,Metadata_FileLocation,Metadata_Frame,Metadata_Plane,Metadata_Row,Metadata_Series,Metadata_Time,Metadata_Well
10,13,nan,003,9,nan,0,001,001,0,001,A003
11,1,nan,022,1,nan,0,001,001,0,001,A022
11,2,nan,022,1,nan,0,001,001,0,001,A022
11,3,nan,022,1,nan,0,001,001,0,001,A022
11,4,nan,022,1,nan,0,001,001,0,001,A022
11,5,nan,022,1,nan,0,001,001,0,001,A022
11,6,nan,022,1,nan,0,001,001,0,001,A022
11,7,nan,022,1,nan,0,001,001,0,001,A022
11,8,nan,022,1,nan,0,001,001,0,001,A022
11,9,nan,022,1,nan,0,001,001,0,001,A022
11,10,nan,022,1,nan,0,001,001,0,001,A022
11,11,nan,022,1,nan,0,001,001,0,001,A022
11,12,nan,022,1,nan,0,001,001,0,001,A022
12,1,nan,022,10,nan,0,001,001,0,001,A022
12,2,nan,022,10,nan,0,001,001,0,001,A022
12,3,nan,022,10,nan,0,001,001,0,001,A022
12,4,nan,022,10,nan,0,001,001,0,001,A022
12,5,nan,022,10,nan,0,001,001,0,001,A022
12,6,nan,022,10,nan,0,001,001,0,001,A022
12,7,nan,022,10,nan,0,001,001,0,001,A022
12,8,nan,022,10,nan,0,001,001,0,001,A022
12,9,nan,022,10,nan,0,001,001,0,001,A022
12,10,nan,022,10,nan,0,001,001,0,001,A022
12,11,nan,022,10,nan,0,001,001,0,001,A022
12,12,nan,022,10,nan,0,001,001,0,001,A022
13,1,nan,022,2,nan,0,001,001,0,001,A022
13,2,nan,022,2,nan,0,001,001,0,001,A022
13,3,nan,022,2,nan,0,001,001,0,001,A022
13,4,nan,022,2,nan,0,001,001,0,001,A022
13,5,nan,022,2,nan,0,001,001,0,001,A022
13,6,nan,022,2,nan,0,001,001,0,001,A022
13,7,nan,022,2,nan,0,001,001,0,001,A022
13,8,nan,022,2,nan,0,001,001,0,001,A022
13,9,nan,022,2,nan,0,001,001,0,001,A022
13,10,nan,022,2,nan,0,001,001,0,001,A022
13,11,nan,022,2,nan,0,001,001,0,001,A022
13,12,nan,022,2,nan,0,001,001,0,001,A022
13,13,nan,022,2,nan,0,001,001,0,001,A022
13,14,nan,022,2,nan,0,001,001,0,001,A022
13,15,nan,022,2,nan,0,001,001,0,001,A022
13,16,nan,022,2,nan,0,001,001,0,001,A022
14,1,nan,022,3,nan,0,001,001,0,001,A022
14,2,nan,022,3,nan,0,001,001,0,001,A022
14,3,nan,022,3,nan,0,001,001,0,001,A022
14,4,nan,022,3,nan,0,001,001,0,001,A022
14,5,nan,022,3,nan,0,001,001,0,001,A022
14,6,nan,022,3,nan,0,001,001,0,001,A022
14,7,nan,022,3,nan,0,001,001,0,001,A022
14,8,nan,022,3,nan,0,001,001,0,001,A022
15,1,nan,022,4,nan,0,001,001,0,001,A022
15,2,nan,022,4,nan,0,001,001,0,001,A022
15,3,nan,022,4,nan,0,001,001,0,001,A022
15,4,nan,022,4,nan,0,001,001,0,001,A022
15,5,nan,022,4,nan,0,001,001,0,001,A022
15,6,nan,022,4,nan,0,001,001,0,001,A022
15,7,nan,022,4,nan,0,001,001,0,001,A022
15,8,nan,022,4,nan,0,001,001,0,001,A022
15,9,nan,022,4,nan,0,001,001,0,001,A022
15,10,nan,022,4,nan,0,001,001,0,001,A022
15,11,nan,022,4,nan,0,001,001,0,001,A022
15,12,nan,022,4,nan,0,001,001,0,001,A022
15,13,nan,022,4,nan,0,001,001,0,001,A022
15,14,nan,022,4,nan,0,001,001,0,001,A022
16,1,nan,022,5,nan,0,001,001,0,001,A022
16,2,nan,022,5,nan,0,001,001,0,001,A022
16,3,nan,022,5,nan,0,001,001,0,001,A022
16,4,nan,022,5,nan,0,001,001,0,001,A022
16,5,nan,022,5,nan,0,001,001,0,001,A022
16,6,nan,022,5,nan,0,001,001,0,001,A022
16,7,nan,022,5,nan,0,001,001,0,001,A022
16,8,nan,022,5,nan,0,001,001,0,001,A022
16,9,nan,022,5,nan,0,001,001,0,001,A022
16,10,nan,022,5,nan,0,001,001,0,001,A022
16,11,nan,022,5,nan,0,001,001,0,001,A022
16,12,nan,022,5,nan,0,001,001,0,001,A022
16,13,nan,022,5,nan,0,001,001,0,001,A022
16,14,nan,022,5,nan,0,001,001,0,001,A022
16,15,nan,022,5,nan,0,001,001,0,001,A022
16,16,nan,022,5,nan,0,001,001,0,001,A022
16,17,nan,022,5,nan,0,001,001,0,001,A022
16,18,nan,022,5,nan,0,001,001,0,001,A022
16,19,nan,022,5,nan,0,001,001,0,001,A022
16,20,nan,022,5,nan,0,001,001,0,001,A022
17,1,nan,022,6,nan,0,001,001,0,001,A022
17,2,nan,022,6,nan,0,001,001,0,001,A022
17,3,nan,022,6,nan,0,001,001,0,001,A022
17,4,nan,022,6,nan,0,001,001,0,001,A022
17,5,nan,022,6,nan,0,001,001,0,001,A022
17,6,nan,022,6,nan,0,001,001,0,001,A022
17,7,nan,022,6,nan,0,001,001,0,001,A022
17,8,nan,022,6,nan,0,001,001,0,001,A022
17,9,nan,022,6,nan,0,001,001,0,001,A022
17,10,nan,022,6,nan,0,001,001,0,001,A022
17,11,nan,022,6,nan,0,001,001,0,001,A022
17,12,nan,022,6,nan,0,001,001,0,001,A022
17,13,nan,022,6,nan,0,001,001,0,001,A022
17,14,nan,022,6,nan,0,001,001,0,001,A022
17,15,nan,022,6,nan,0,001,001,0,001,A022
17,16,nan,022,6,nan,0,001,001,0,001,A022
17,17,nan,022,6,nan,0,001,001,0,001,A022
17,18,nan,022,6,nan,0,001,001,0,001,A022
17,19,nan,022,6,nan,0,001,001,0,001,A022
17,20,nan,022,6,nan,0,001,001,0,001,A022
17,21,nan,022,6,nan,0,001,001,0,001,A022
18,1,nan,022,7,nan,0,001,001,0,001,A022
18,2,nan,022,7,nan,0,001,001,0,001,A022
18,3,nan,022,7,nan,0,001,001,0,001,A022
18,4,nan,022,7,nan,0,001,001,0,001,A022
18,5,nan,022,7,nan,0,001,001,0,001,A022
18,6,nan,022,7,nan,0,001,001,0,001,A022
18,7,nan,022,7,nan,0,001,001,0,001,A022
18,8,nan,022,7,nan,0,001,001,0,001,A022
18,9,nan,022,7,nan,0,001,001,0,001,A022
18,10,nan,022,7,nan,0,001,001,0,001,A022
18,11,nan,022,7,nan,0,001,001,0,001,A022
18,12,nan,022,7,nan,0,001,001,0,001,A022
18,13,nan,022,7,nan,0,001,001,0,001,A022
18,14,nan,022,7,nan,0,001,001,0,001,A022
18,15,nan,022,7,nan,0,001,001,0,001,A022
18,16,nan,022,7,nan,0,001,001,0,001,A022
18,17,nan,022,7,nan,0,001,001,0,001,A022
18,18,nan,022,7,nan,0,001,001,0,001,A022
18,19,nan,022,7,nan,0,001,001,0,001,A022
18,20,nan,022,7,nan,0,001,001,0,001,A022
18,21,nan,022,7,nan,0,001,001,0,001,A022
19,1,nan,022,8,nan,0,001,001,0,001,A022
19,2,nan,022,8,nan,0,001,001,0,001,A022
19,3,nan,022,8,nan,0,001,001,0,001,A022
19,4,nan,022,8,nan,0,001,001,0,001,A022
19,5,nan,022,8,nan,0,001,001,0,001,A022
19,6,nan,022,8,nan,0,001,001,0,001,A022
19,7,nan,022,8,nan,0,001,001,0,001,A022
19,8,nan,022,8,nan,0,001,001,0,001,A022
19,9,nan,022,8,nan,0,001,001,0,001,A022
19,10,nan,022,8,nan,0,001,001,0,001,A022
19,11,nan,022,8,nan,0,001,001,0,001,A022
19,12,nan,022,8,nan,0,001,001,0,001,A022
19,13,nan,022,8,nan,0,001,001,0,001,A022
19,14,nan,022,8,nan,0,001,001,0,001,A022
19,15,nan,022,8,nan,0,001,001,0,001,A022
19,16,nan,022,8,nan,0,001,001,0,001,A022
19,17,nan,022,8,nan,0,001,001,0,001,A022
19,18,nan,022,8,nan,0,001,001,0,001,A022
19,19,nan,022,8,nan,0,001,001,0,001,A022
19,20,nan,022,8,nan,0,001,001,0,001,A022
20,1,nan,022,9,nan,0,001,001,0,001,A022
20,2,nan,022,9,nan,0,001,001,0,001,A022
20,3,nan,022,9,nan,0,001,001,0,001,A022
20,4,nan,022,9,nan,0,001,001,0,001,A022
20,5,nan,022,9,nan,0,001,001,0,001,A022
20,6,nan,022,9,nan,0,001,001,0,001,A022
20,7,nan,022,9,nan,0,001,001,0,001,A022
20,8,nan,022,9,nan,0,001,001,0,001,A022
20,9,nan,022,9,nan,0,001,001,0,001,A022
20,10,nan,022,9,nan,0,001,001,0,001,A022
20,11,nan,022,9,nan,0,001,001,0,001,A022
20,12,nan,022,9,nan,0,001,001,0,001,A022
20,13,nan,022,9,nan,0,001,001,0,001,A022
20,14,nan,022,9,nan,0,001,001,0,001,A022
20,15,nan,022,9,nan,0,001,001,0,001,A022
20,16,nan,022,9,nan,0,001,001,0,001,A022
20,17,nan,022,9,nan,0,001,001,0,001,A022
20,18,nan,022,9,nan,0,001,001,0,001,A022
20,19,nan,022,9,nan,0,001,001,0,001,A022
20,20,nan,022,9,nan,0,001,001,0,001,A022
20,21,nan,022,9,nan,0,001,001,0,001,A022
20,22,nan,022,9,nan,0,001,001,0,001,A022
20,23,nan,022,9,nan,0,001,001,0,001,A022
20,24,nan,022,9,nan,0,001,001,0,001,A022
20,25,nan,022,9,nan,0,001,001,0,001,A022
21,1,nan,001,1,nan,0,001,008,0,001,H001
21,2,nan,001,1,nan,0,001,008,0,001,H001
21,3,nan,001,1,nan,0,001,008,0,001,H001
21,4,nan,001,1,nan,0,001,008,0,001,H001
21,5,nan,001,1,nan,0,001,008,0,001,H001
21,6,nan,001,1,nan,0,001,008,0,001,H001
21,7,nan,001,1,nan,0,001,008,0,001,H001
21,8,nan,001,1,nan,0,001,008,0,001,H001
21,9,nan,001,1,nan,0,001,008,0,001,H001
21,10,nan,001,1,nan,0,001,008,0,001,H001
21,11,nan,001,1,nan,0,001,008,0,001,H001
21,12,nan,001,1,nan,0,001,008,0,001,H001
21,13,nan,001,1,nan,0,001,008,0,001,H001
21,14,nan,001,1,nan,0,001,008,0,001,H001
22,1,nan,001,10,nan,0,001,008,0,001,H001
22,2,nan,001,10,nan,0,001,008,0,001,H001
22,3,nan,001,10,nan,0,001,008,0,001,H001
22,4,nan,001,10,nan,0,001,008,0,001,H001
22,5,nan,001,10,nan,0,001,008,0,001,H001
22,6,nan,001,10,nan,0,001,008,0,001,H001
22,7,nan,001,10,nan,0,001,008,0,001,H001
22,8,nan,001,10,nan,0,001,008,0,001,H001
22,9,nan,001,10,nan,0,001,008,0,001,H001
22,10,nan,001,10,nan,0,001,008,0,001,H001
22,11,nan,001,10,nan,0,001,008,0,001,H001
22,12,nan,001,10,nan,0,001,008,0,001,H001
22,13,nan,001,10,nan,0,001,008,0,001,H001
22,14,nan,001,10,nan,0,001,008,0,001,H001
22,15,nan,001,10,nan,0,001,008,0,001,H001
22,16,nan,001,10,nan,0,001,008,0,001,H001
22,17,nan,001,10,nan,0,001,008,0,001,H001
22,18,nan,001,10,nan,0,001,008,0,001,H001
22,19,nan,001,10,nan,0,001,008,0,001,H001
22,20,nan,001,10,nan,0,001,008,0,001,H001
22,21,nan,001,10,nan,0,001,008,0,001,H001
22,22,nan,001,10,nan,0,001,008,0,001,H001
22,23,nan,001,10,nan,0,001,008,0,001,H001
23,1,nan,001,2,nan,0,001,008,0,001,H001
23,2,nan,001,2,nan,0,001,008,0,001,H001
23,3,nan,001,2,nan,0,001,008,0,001,H001
23,4,nan,001,2,nan,0,001,008,0,001,H001
23,5,nan,001,2,nan,0,001,008,0,001,H001
23,6,nan,001,2,nan,0,001,008,0,001,H001
23,7,nan,001,2,nan,0,001,008,0,001,H001
23,8,nan,001,2,nan,0,001,008,0,001,H001
23,9,nan,001,2,nan,0,001,008,0,001,H001
23,10,nan,001,2,nan,0,001,008,0,001,H001
23,11,nan,001,2,nan,0,001,008,0,001,H001
23,12,nan,001,2,nan,0,001,008,0,001,H001
23,13,nan,001,2,nan,0,001,008,0,001,H001
23,14,nan,001,2,nan,0,001,008,0,001,H001
23,15,nan,001,2,nan,0,001,008,0,001,H001
23,16,nan,001,2,nan,0,001,008,0,001,H001
23,17,nan,001,2,nan,0,001,008,0,001,H001
24,1,nan,001,3,nan,0,001,008,0,001,H001
24,2,nan,001,3,nan,0,001,008,0,001,H001
24,3,nan,001,3,nan,0,001,008,0,001,H001
24,4,nan,001,3,nan,0,001,008,0,001,H001
24,5,nan,001,3,nan,0,001,008,0,001,H001
24,6,nan,001,3,nan,0,001,008,0,001,H001
24,7,nan,001,3,nan,0,001,008,0,001,H001
24,8,nan,001,3,nan,0,001,008,0,001,H001
24,9,nan,001,3,nan,0,001,008,0,001,H001
24,10,nan,001,3,nan,0,001,008,0,001,H001
24,11,nan,001,3,nan,0,001,008,0,001,H001
24,12,nan,001,3,nan,0,001,008,0,001,H001
24,13,nan,001,3,nan,0,001,008,0,001,H001
24,14,nan,001,3,nan,0,001,008,0,001,H001
24,15,nan,001,3,nan,0,001,008,0,001,H001
24,16,nan,001,3,nan,0,001,008,0,001,H001
24,17,nan,001,3,nan,0,001,008,0,001,H001
24,18,nan,001,3,nan,0,001,008,0,001,H001
24,19,nan,001,3,nan,0,001,008,0,001,H001
24,20,nan,001,3,nan,0,001,008,0,001,H001
24,21,nan,001,3,nan,0,001,008,0,001,H001
24,22,nan,001,3,nan,0,001,008,0,001,H001
24,23,nan,001,3,nan,0,001,008,0,001,H001
24,24,nan,001,3,nan,0,001,008,0,001,H001
24,25,nan,001,3,nan,0,001,008,0,001,H001
24,26,nan,001,3,nan,0,001,008,0,001,H001
24,27,nan,001,3,nan,0,001,008,0,001,H001
24,28,nan,001,3,nan,0,001,008,0,001,H001
24,29,nan,001,3,nan,0,001,008,0,001,H001
24,30,nan,001,3,nan,0,001,008,0,001,H001
25,1,nan,001,4,nan,0,001,008,0,001,H001
25,2,nan,001,4,nan,0,001,008,0,001,H001
25,3,nan,001,4,nan,0,001,008,0,001,H001
25,4,nan,001,4,nan,0,001,008,0,001,H001
25,5,nan,001,4,nan,0,001,008,0,001,H001
25,6,nan,001,4,nan,0,001,008,0,001,H001
25,7,nan,001,4,nan,0,001,008,0,001,H001
25,8,nan,001,4,nan,0,001,008,0,001,H001
25,9,nan,001,4,nan,0,001,008,0,001,H001
25,10,nan,001,4,nan,0,001,008,0,001,H001
25,11,nan,001,4,nan,0,001,008,0,001,H001
25,12,nan,001,4,nan,0,001,008,0,001,H001
25,13,nan,001,4,nan,0,001,008,0,001,H001
25,14,nan,001,4,nan,0,001,008,0,001,H001
25,15,nan,001,4,nan,0,001,008,0,001,H001
25,16,nan,001,4,nan,0,001,008,0,001,H001
25,17,nan,001,4,nan,0,001,008,0,001,H001
25,18,nan,001,4,nan,0,001,008,0,001,H001
25,19,nan,001,4,nan,0,001,008,0,001,H001
25,20,nan,001,4,nan,0,001,008,0,001,H001
26,1,nan,001,5,nan,0,001,008,0,001,H001
26,2,nan,001,5,nan,0,001,008,0,001,H001
26,3,nan,001,5,nan,0,001,008,0,001,H001
26,4,nan,001,5,nan,0,001,008,0,001,H001
26,5,nan,001,5,nan,0,001,008,0,001,H001
26,6,nan,001,5,nan,0,001,008,0,001,H001
26,7,nan,001,5,nan,0,001,008,0,001,H001
26,8,nan,001,5,nan,0,001,008,0,001,H001
26,9,nan,001,5,nan,0,001,008,0,001,H001
26,10,nan,001,5,nan,0,001,008,0,001,H001
26,11,nan,001,5,nan,0,001,008,0,001,H001
26,12,nan,001,5,nan,0,001,008,0,001,H001
26,13,nan,001,5,nan,0,001,008,0,001,H001
26,14,nan,001,5,nan,0,001,008,0,001,H001
27,1,nan,001,6,nan,0,001,008,0,001,H001
27,2,nan,001,6,nan,0,001,008,0,001,H001
27,3,nan,001,6,nan,0,001,008,0,001,H001
27,4,nan,001,6,nan,0,001,008,0,001,H001
27,5,nan,001,6,nan,0,001,008,0,001,H001
27,6,nan,001,6,nan,0,001,008,0,001,H001
27,7,nan,001,6,nan,0,001,008,0,001,H001
27,8,nan,001,6,nan,0,001,008,0,001,H001
27,9,nan,001,6,nan,0,001,008,0,001,H001
27,10,nan,001,6,nan,0,001,008,0,001,H001
27,11,nan,001,6,nan,0,001,008,0,001,H001
27,12,nan,001,6,nan,0,001,008,0,001,H001
27,13,nan,001,6,nan,0,001,008,0,001,H001
27,14,nan,001,6,nan,0,001,008,0,001,H001
27,15,nan,001,6,nan,0,001,008,0,001,H001
27,16,nan,001,6,nan,0,001,008,0,001,H001
27,17,nan,001,6,nan,0,001,008,0,001,H001
27,18,nan,001,6,nan,0,001,008,0,001,H001
27,19,nan,001,6,nan,0,001,008,0,001,H001
27,20,nan,001,6,nan,0,001,008,0,001,H001
28,1,nan,001,7,nan,0,001,008,0,001,H001
28,2,nan,001,7,nan,0,001,008,0,001,H001
28,3,nan,001,7,nan,0,001,008,0,001,H001
28,4,nan,001,7,nan,0,001,008,0,001,H001
28,5,nan,001,7,nan,0,001,008,0,001,H001
28,6,nan,001,7,nan,0,001,008,0,001,H001
28,7,nan,001,7,nan,0,001,008,0,001,H001
28,8,nan,001,7,nan,0,001,008,0,001,H001
28,9,nan,001,7,nan,0,001,008,0,001,H001
28,10,nan,001,7,nan,0,001,008,0,001,H001
28,11,nan,001,7,nan,0,001,008,0,001,H001
29,1,nan,001,8,nan,0,001,008,0,001,H001
29,2,nan,001,8,nan,0,001,008,0,001,H001
29,3,nan,001,8,nan,0,001,008,0,001,H001
29,4,nan,001,8,nan,0,001,008,0,001,H001
29,5,nan,001,8,nan,0,001,008,0,001,H001
29,6,nan,001,8,nan,0,001,008,0,001,H001
29,7,nan,001,8,nan,0,001,008,0,001,H001
29,8,nan,001,8,nan,0,001,008,0,001,H001
29,9,nan,001,8,nan,0,001,008,0,001,H001
29,10,nan,001,8,nan,0,001,008,0,001,H001
29,11,nan,001,8,nan,0,001,008,0,001,H001
29,12,nan,001,8,nan,0,001,008,0,001,H001
29,13,nan,001,8,nan,0,001,008,0,001,H001
29,14,nan,001,8,nan,0,001,008,0,001,H001
29,15,nan,001,8,nan,0,001,008,0,001,H001
29,16,nan,001,8,nan,0,001,008,0,001,H001
29,17,nan,001,8,nan,0,001,008,0,001,H001
29,18,nan,001,8,nan,0,001,008,0,001,H001
30,1,nan,001,9,nan,0,001,008,0,001,H001
30,2,nan,001,9,nan,0,001,008,0,001,H001
30,3,nan,001,9,nan,0,001,008,0,001,H001
